"Reporter","Partner","Trade","Product","Indicator","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Russia","United-States","Export","Animal","Export","12380.445000000002","16191.631000000001","15490.288","10172.671","17725.676","5363.631","5826.786","6130.326999999999","4009.6320000000005","6211.451","8326.901"
"Russia","United-States","Export","Chemicals","Export","599619.5800000001","541115.887","1795856.7090000003","462844.059","723910.5440000001","1139936.615","1027575.748","974499.9400000001","930186.762","1217260.4030000002","542790.993"
"Russia","United-States","Export","FoodProducts","Export","23810.746","35683.967","28264.743000000006","31551.859999999997","39697.176","36707.537","38406.468","45009.181","41001.57","31781.347","31022.58"
"Russia","United-States","Export","Footwear","Export","872.922","1090.0","1040.373","1177.487","1307.4140000000002","1520.302","2147.085","1784.9260000000002","2157.569","2456.982","2479.8430000000003"
"Russia","United-States","Export","Fuels","Export","1949904.296","2297764.445","5266984.314","3903404.25","5988735.633","9394966.32","6052278.02","4134534.583","3810590.112","3056269.191","3392440.02"
"Russia","United-States","Export","HidesandSkins","Export","12504.362000000001","6802.203","8786.33","5049.137999999999","5416.263","10155.047999999999","8626.210000000001","12002.388","5285.599999999999","4072.633","1961.3"
"Russia","United-States","Export","MachandElec","Export","116472.337","141479.152","135483.615","135041.772","188621.133","236512.994","281076.44299999997","291974.282","303460.039","399553.667","374198.79799999995"
"Russia","United-States","Export","Metals","Export","3664425.787","3207518.856","3993796.1219999995","2681646.5089999996","2928532.79","3015519.19","3054279.3249999997","2979545.0609999998","3348791.234","2454829.4540000004","2735135.344"
"Russia","United-States","Export","Minerals","Export","36.066","7027.388999999999","5428.6","15750.088","88969.94099999999","38204.796","21828.094999999998","14503.014","27562.955","35385.556","6574.347"
"Russia","United-States","Export","Miscellaneous","Export","57544.756","303280.92899999995","395355.42199999996","176871.196","1581836.1800000002","1335142.274","1348303.058","1595389.2239999997","82316.88699999999","62542.742","1335140.418"
"Russia","United-States","Export","PlasticorRubber","Export","33788.191","40080.323000000004","54030.239","64355.55500000001","133643.116","165921.455","177035.901","230558.288","204639.98299999998","171830.15300000002","147582.844"
"Russia","United-States","Export","StoneandGlass","Export","418899.729","473774.427","18228.397","29521.328999999998","85904.836","66858.207","801450.116","640769.297","556525.358","465163.70300000004","594195.2079999999"
"Russia","United-States","Export","TextilesandClothing","Export","16646.786","6841.518","6820.517","5040.5470000000005","3496.183","3737.034999999999","2923.934","5184.59","5622.470000000001","12495.154999999999","20930.424"
"Russia","United-States","Export","Transportation","Export","58701.712","71509.284","26624.278","12221.482","11041.107","27300.52","66669.595","65245.079999999994","39765.575","317499.069","58573.797000000006"
"Russia","United-States","Export","Vegetable","Export","4251.3330000000005","12192.463000000002","11378.15","13204.351999999999","11267.063999999997","16924.232999999997","12987.938999999998","13941.84","24443.221999999998","12340.595999999998","22142.222999999994"
"Russia","United-States","Export","Wood","Export","178036.679","149452.66600000003","122280.559","81559.026","122914.939","131564.48700000002","120909.594","165984.13","167129.45","143412.652","152306.922"
"Italy","China","Export","AllProducts","Export","7070766.604","8585844.822","9410932.749","9205866.66","11370047.323","13859845.227","11567293.564","13068832.007","13931560.636","11542517.82","12258629.858"
"Italy","China","Export","Capitalgoods","Export","4120866.3250000007","4713722.894000001","5238409.13299999","5269499.856000002","6618539.113000003","7510111.381000002","5593993.358000002","6028313.753999997","6213409.345000001","4813045.921","4967527.5720000025"
"Italy","China","Export","Consumergoods","Export","1019784.8630000001","1199601.2610000006","1508085.0270000007","1487411.0880000014","1981416.4409999999","2935017.791999996","3124372.976","4038173.512000003","4591899.562000004","3971692.946000005","4429776.506999999"
"Italy","China","Export","Intermediategoods","Export","1654397.118000002","2316638.685","2225256.682999999","1930597.5879999995","2131363.336999999","2583084.217000002","2122213.3780000014","2252297.5400000014","2472063.391000001","2188652.9870000016","2288990.9249999975"
"Italy","China","Export","Rawmaterials","Export","259568.64200000005","355881.9690000001","439181.91400000005","518358.14199999993","638728.4260000001","831193.151","670847.8479999998","695488.4570000002","610653.979","541845.3570000002","540467.502"
"Italy","China","Export","Animal","Export","5347.545000000001","5973.476999999999","3803.392","3960.367","5597.3550000000005","7710.292","14997.772","15993.827","22164.184","35224.574","36408.217"
"Italy","China","Export","Chemicals","Export","426988.989","593290.4169999999","718216.5849999998","568580.54","655593.8609999999","925741.079","841784.293","1079410.0529999998","1154450.7079999999","1135809.431","1304844.426"
"Italy","China","Export","FoodProducts","Export","37240.505","56474.66100000001","67243.939","88899.853","128155.968","195278.86299999998","220994.74599999998","245685.962","299285.08999999997","314096.699","249850.74599999998"
"Italy","China","Export","Footwear","Export","34952.035","42980.426","61271.215000000004","58228.941999999995","84967.22899999999","160888.81399999998","197185.915","254648.45299999998","283015.08999999997","274074.353","273928.938"
"Italy","China","Export","Fuels","Export","22832.696","6965.892","5024.023","23115.843","10750.238","49066.85","59134.445","32723.088","21470.748","9503.622","28360.53"
"Italy","China","Export","HidesandSkins","Export","342303.618","460908.727","434999.07399999996","391583.686","512588.36199999996","678033.282","637467.208","774485.483","786443.4269999999","682747.938","623231.744"
"Italy","China","Export","MachandElec","Export","3847147.6670000004","4385705.8889999995","4938654.747","4972853.873","6214098.301","6998103.443","4948329.035999999","5387610.584","5518753.195","4283604.862","4302546.7"
"Italy","China","Export","Metals","Export","847680.9970000001","874314.6149999999","968443.7379999999","880680.466","824657.5650000001","1035086.559","724928.84","752735.9859999999","866734.132","657729.661","650767.7729999999"
"Italy","China","Export","Minerals","Export","52035.615000000005","61259.233","72661.624","95297.488","119509.83099999999","145774.24399999998","132035.544","156952.262","155666.147","127977.478","131285.437"
"Italy","China","Export","Miscellaneous","Export","296277.922","399325.114","442907.119","432307.648","548476.519","651910.0690000001","773008.5429999998","881922.0960000001","1048546.0460000001","989645.461","1153564.669"
"Italy","China","Export","PlasticorRubber","Export","248799.919","363870.369","334904.37799999997","354204.512","496339.346","495869.49","421647.09900000005","429435.98600000003","491396.597","484954.213","500086.231"
"Italy","China","Export","StoneandGlass","Export","218330.38100000002","232170.51299999998","237248.724","259268.86299999998","344839.198","487226.083","490945.52599999995","542392.775","197412.537","188188.74899999998","172042.07200000001"
"Italy","China","Export","TextilesandClothing","Export","368738.84300000005","477663.12500000006","565793.453","511718.83","624481.0769999998","836532.755","922316.2200000001","1021089.145","1129801.756","1039469.806","1076253.3779999998"
"Italy","China","Export","Transportation","Export","217619.909","464958.34","327232.43200000003","353886.502","562499.358","825252.5800000001","768343.2619999999","1037385.703","1534530.201","943148.385","1329404.329"
"Italy","China","Export","Vegetable","Export","15182.555","22418.037","32609.18","37094.62100000001","51586.022","67106.604","68317.577","88082.76299999999","95408.23999999999","85783.22","109085.93"
"Italy","China","Export","Wood","Export","89287.409","137565.986","199919.123","174184.62300000002","185907.097","300264.218","290955.565","315755.67500000005","283787.351","263689.561","285452.17199999996"
"United-Kingdom","United-States","Export","AllProducts","Export","59470792.05","65259143.328","65168291.976","52754317.08","58649952.84","62900788.591","64195616.823","62795006.544","64197476.293","69381206.892","61568659.268"
"United-Kingdom","United-States","Export","Capitalgoods","Export","21140519.299999997","21979865.581999995","20058571.256000005","14665492.615000004","17251315.316999998","20407923.32600003","22678650.025999997","22537105.38200003","24614187.74899999","24685237.01699999","22252788.35499999"
"United-Kingdom","United-States","Export","Consumergoods","Export","19545041.582999997","21009007.149999965","22116612.43200001","17631685.940999996","21916178.080000013","23121867.116999954","24183972.935000002","24731073.437000006","24357192.902","25911422.398","24858294.539999958"
"United-Kingdom","United-States","Export","Intermediategoods","Export","8997436.081","10258311.401000002","9849062.602999976","9214496.604999999","9048746.974000003","10126803.522000013","9314076.768999994","7175243.128000016","11918451.229000013","16375107.157999992","12189447.789000006"
"United-Kingdom","United-States","Export","Rawmaterials","Export","5576357.205999998","7252617.067000001","8077136.484999999","5162435.323000001","5581008.17","4258752.263000003","2378954.563999999","3746356.1850000005","1963357.9530000002","1252881.1050000007","1303512.103000001"
"United-Kingdom","United-States","Export","Animal","Export","196994.832","297618.953","267486.442","227826.90800000002","300839.781","477632.39300000004","331565.36799999996","445201.622","536761.691","440297.37","427265.981"
"United-Kingdom","United-States","Export","Chemicals","Export","9920964.179","11247504.202","11454416.587","12905808.414","13263552.826000001","13131840.463","12166393.515999999","10241621.688000001","11149411.991999999","19208299.205000006","13303478.333"
"United-Kingdom","United-States","Export","FoodProducts","Export","1518439.4020000002","1611676.314","1471232.725","1318488.2709999997","1575331.872","2126304.6969999997","2503765.338","2610259.0519999997","2571930.827","2382434.8400000003","2401822.4400000004"
"United-Kingdom","United-States","Export","Footwear","Export","38812.041","42011.493","38663.478","24397.015","29197.539","35832.72","55416.104999999996","70713.541","70718.039","80963.77100000001","69357.88100000001"
"United-Kingdom","United-States","Export","Fuels","Export","8115824.702","10088835.369","12594912.582","8299659.332","9174697.562","8498025.195","7132076.708","7996528.25","5576896.301","3107786.875","2592067.894"
"United-Kingdom","United-States","Export","HidesandSkins","Export","68130.883","71390.027","72503.079","47539.791","58687.478","74746.77799999999","85833.314","93065.389","108653.27500000001","124430.449","145969.972"
"United-Kingdom","United-States","Export","MachandElec","Export","14026707.462000001","13967460.168","13413586.092999998","9903738.663","11414735.449000001","13841970.489","14249420.175999999","14871125.486000001","15136218.223000001","14338264.752999999","12600720.713"
"United-Kingdom","United-States","Export","Metals","Export","2178162.3680000002","2225801.7","2278313.244","1337744.334","1766507.383","2110603.185","2370042.762","2032093.327","2760977.121","2010276.9810000001","1686873.3860000004"
"United-Kingdom","United-States","Export","Minerals","Export","21478.129999999997","31311.77","27409.654","19124.61","16809.609","12315.566","15420.106","32797.527","50992.005000000005","50147.926999999996","28376.002999999997"
"United-Kingdom","United-States","Export","Miscellaneous","Export","6784235.025999999","12670496.413999999","11496236.649","10924516.393","10821096.031999998","11789003.692","13764809.603000002","12448807.815000001","10438099.724","11311004.673","9654824.205999998"
"United-Kingdom","United-States","Export","PlasticorRubber","Export","1008346.696","1260780.467","1153118.492","868619.997","1074140.558","1178104.775","1190811.094","1171154.798","1252482.628","1274526.689","1123355.912"
"United-Kingdom","United-States","Export","StoneandGlass","Export","3177187.9510000004","4258722.54","3746021.944","2026991.6269999999","2432790.886","3100776.5429999996","2788083.0069999998","2524907.307","2848132.707","2025929.4649999999","1869233.1269999999"
"United-Kingdom","United-States","Export","TextilesandClothing","Export","600439.723","670688.505","555756.525","382454.98699999996","441198.161","511881.1130000001","641753.268","742546.079","809264.8620000001","847133.703","789388.4360000002"
"United-Kingdom","United-States","Export","Transportation","Export","6725861.603","5887653.432999999","5775254.9969999995","3890775.8639999996","5588777.949","5239896.823","6111996.826999999","6786379.703000001","10040079.810999999","11284520.219","13964736.321"
"United-Kingdom","United-States","Export","Vegetable","Export","80461.574","91113.59099999999","100105.92300000001","87117.997","109190.238","124178.07199999999","156026.49299999996","117384.35799999998","137551.38199999998","146973.401","139515.973"
"United-Kingdom","United-States","Export","Wood","Export","797427.782","836078.385","723273.561","489512.879","582399.522","647676.086","632203.139","610420.604","709305.706","748216.568","771672.688"
"Japan","United-States","Import","AllProducts","Import","69384707.246","72409977.666","78937218.521","60590108.582","69114692.542","76266742.311","78216398.539","71958767.38","73045283.421","68347457.576","69221593.0"
"Japan","United-States","Import","Capitalgoods","Import","30237344.383000005","30008895.145999964","28512522.88599998","22398877.32900001","24707558.129999995","24819103.93100003","27100957.328000028","25476694.18700001","25576650.24800002","25357479.621999945","27103386.29900002"
"Japan","United-States","Import","Consumergoods","Import","13686469.376999998","13507025.048000004","14061599.608999988","11656579.493999988","13010417.957999993","14193796.523000011","15926174.23899999","15578144.22399999","16084492.589000028","14752627.232999993","14237431.346000008"
"Japan","United-States","Import","Intermediategoods","Import","13498979.939999986","14174077.598999998","15899628.884999994","12486944.88999999","15701131.145000009","17543811.38200001","16816859.959","15252839.299000004","14925754.821000006","13933344.758","14451416.87299997"
"Japan","United-States","Import","Rawmaterials","Import","10786023.753999997","13318857.820000011","18750197.005999997","12496872.566000009","14289047.896000002","18283831.826000016","16819669.809999984","14421638.539000003","15234234.368000012","13184653.745000007","12263251.576000003"
"Japan","United-States","Import","Animal","Import","2698183.829","2923203.155","3958000.15","3561519.134","4019796.8570000003","4892118.749","5046396.526000001","4482089.09","4833802.745","4246497.39","4351650.208"
"Japan","United-States","Import","Chemicals","Import","8578583.765","9355308.891","10269895.468999999","9342222.155000001","11783319.991","13489453.842000002","13274739.580999998","11829557.859","11695191.275999999","11141273.955999998","11755716.575"
"Japan","United-States","Import","FoodProducts","Import","5146959.6219999995","4551635.118000001","4379378.191","3476682.042","3545151.8649999998","4125324.284","4250558.227","3825810.0810000002","3571985.9050000003","3170063.4170000004","3017670.6210000003"
"Japan","United-States","Import","Footwear","Import","46322.445999999996","47265.642","62387.96","63368.614","65064.052","70601.342","78779.717","70717.041","65731.629","63448.868","51917.572"
"Japan","United-States","Import","Fuels","Import","1075275.431","1045236.145","2009802.588","1078916.342","2097121.658","3040657.24","3512416.094","3549373.779","3483412.303","2804866.34","2393927.191"
"Japan","United-States","Import","HidesandSkins","Import","182387.986","162694.39899999998","127541.612","100521.56","112149.943","103712.052","106690.01099999998","92739.24799999999","94638.417","76210.426","79039.81700000001"
"Japan","United-States","Import","MachandElec","Import","20196146.729","20043439.472999997","18528944.734","14655037.704","16090413.718","16405563.75","15462263.917","14322241.925999999","14973300.798999999","14604200.747000001","16289312.588"
"Japan","United-States","Import","Metals","Import","2069895.879","2514926.162","2648120.967","1421357.4130000002","1637092.7310000001","1964847.518","1852414.4050000003","1795148.6959999998","1930281.9840000002","2023142.1290000002","1825171.268"
"Japan","United-States","Import","Minerals","Import","716274.167","877609.21","1021149.5660000001","496598.234","598985.577","732104.473","571997.8319999999","699064.5160000001","738769.8489999999","533548.351","432862.763"
"Japan","United-States","Import","Miscellaneous","Import","9806545.889999999","9334857.98","9886735.309","8303801.693000002","9501846.414","9855345.753999999","10604486.369","10440991.433","10400170.804","10078700.123000003","10223959.559999999"
"Japan","United-States","Import","PlasticorRubber","Import","2033135.2389999998","2104932.4189999998","2329016.273","1623223.838","2285623.36","2377910.883","2408443.7770000002","2198286.751","2189956.76","2136590.378","2025754.416"
"Japan","United-States","Import","StoneandGlass","Import","1813563.693","1971411.0939999998","2281926.208","1306999.5620000002","2010357.863","1994189.2440000002","1987298.049","1950986.31","1883576.472","1763213.882","1652444.608"
"Japan","United-States","Import","TextilesandClothing","Import","649839.7080000001","529186.731","533296.966","402856.27700000006","461484.32399999996","560765.5819999999","500223.08600000007","500211.9750000001","494042.103","449571.145","419357.927"
"Japan","United-States","Import","Transportation","Import","5859085.947","6579036.058","6844801.887","4891867.881","4378968.748","3995988.24","7325592.587","6561399.286","6387130.218","6076780.351","6466079.842"
"Japan","United-States","Import","Vegetable","Import","6226476.603","8117130.869","11694473.677999998","7935582.869","8247046.551000001","10140458.45","8854175.321","7187171.142","7911651.653999999","7021420.49","6140330.181"
"Japan","United-States","Import","Wood","Import","2286030.316","2252104.3170000003","2361746.962","1929553.266","2280268.895","2517700.9129999997","2379923.038","2452978.25","2391640.502","2157929.588","2096397.861"
"Russia","United-States","Import","AllProducts","Import","6425595.55","9407733.153","13818227.926","9203767.218","9833583.091","12881409.59","15505297.692","16717711.021","18594394.534","11489698.339","11065813.734"
"Russia","United-States","Import","Capitalgoods","Import","2483405.3860000055","4065874.9790000035","6061732.821000004","4202283.012999998","4645184.191999996","6282795.818999998","8031442.772999998","8370871.575000003","10909365.463000005","6779188.071000006","3891830.5440000044"
"Russia","United-States","Import","Consumergoods","Import","1595128.2119999996","2709788.9049999956","3830350.701000002","1880898.8550000004","2557300.132","3222150.922999995","3790361.235000005","4984497.856999995","4941903.6480000075","2703033.9250000017","2543988.4890000024"
"Russia","United-States","Import","Intermediategoods","Import","616197.1379999997","886588.8470000001","1210319.8439999984","1027543.6860000006","1419299.8930000016","1778905.4629999963","1893703.4020000007","2050004.7709999993","1833056.721999997","1591945.4040000008","1348987.1500000001"
"Russia","United-States","Import","Rawmaterials","Import","929623.7139999995","1199275.2609999997","2189507.284999999","1533341.138999999","1195016.957000001","1593665.2400000002","1660226.1539999987","1185632.6300000004","910061.2899999993","415527.817","284864.09400000004"
"Russia","United-States","Import","Animal","Import","772402.784","927711.9169999999","1547276.4549999998","1255225.9910000002","787173.633","937298.422","1315751.4379999998","633305.536","372362.04699999996","28715.753999999997","9558.004"
"Russia","United-States","Import","Chemicals","Import","746000.2080000001","1055208.5750000002","1349434.483","1133366.006","1550167.114","1819631.783","1986787.098","2133556.7050000005","1915551.3880000003","1755688.6269999999","1510700.833"
"Russia","United-States","Import","FoodProducts","Import","219257.561","304864.871","406615.264","329420.226","359036.312","455442.5070000001","472398.48399999994","576298.194","518346.85500000004","286791.534","274968.787"
"Russia","United-States","Import","Footwear","Import","2349.594","3078.207","2759.913","2818.7309999999998","3589.471","4164.6669999999995","4694.257","4907.147999999999","7282.484","2289.086","2116.1859999999997"
"Russia","United-States","Import","Fuels","Import","25975.69","106134.651","292864.781","50242.737","202313.255","427703.986","270854.207","151880.259","48789.949","27313.968","29335.162"
"Russia","United-States","Import","HidesandSkins","Import","3119.4919999999997","3866.2980000000002","6198.891","4905.448","5620.896","6429.929","8407.836","10348.023","6569.224","4606.738","6245.75"
"Russia","United-States","Import","MachandElec","Import","1539817.885","2554614.367","3618696.4859999996","2971477.912","3223503.592","4030597.082","4377481.866","4292336.984999999","3466399.4110000003","2847467.939","2617152.057"
"Russia","United-States","Import","Metals","Import","224790.32200000001","343347.11","438481.324","384450.214","459996.97399999993","525014.86","577648.228","600976.517","611650.0490000001","473549.41000000003","456427.73600000003"
"Russia","United-States","Import","Minerals","Import","8972.619","17291.608","156554.59900000002","15157.503","14719.94","22231.208","17548.196","18041.549","24719.409","21901.172","13162.642"
"Russia","United-States","Import","Miscellaneous","Import","725126.7100000001","1630041.1849999998","1497034.5569999998","1017604.252","1193465.649","1531115.2759999998","1893937.657","1745111.0509999997","1750873.3989999997","1081766.399","4028682.537"
"Russia","United-States","Import","PlasticorRubber","Import","193827.841","259248.50699999998","358108.768","272201.355","476832.65","692553.978","675785.6270000001","690370.487","581734.897","385930.148","404297.96499999997"
"Russia","United-States","Import","StoneandGlass","Import","31754.856000000003","36481.896","48888.645000000004","26941.609000000004","35496.865","57062.792","68394.125","73204.557","90649.719","76404.441","67549.98300000001"
"Russia","United-States","Import","TextilesandClothing","Import","88065.068","89532.04199999999","130219.52699999999","114911.52400000002","152662.67","147159.01","138162.026","198944.92400000003","215327.232","133046.514","116540.01099999998"
"Russia","United-States","Import","Transportation","Import","919242.169","1866596.12","3142568.372","802734.0920000001","1064310.081","1828416.187","3260414.511","4963152.483999999","8362111.191","3969236.7010000004","1258180.767"
"Russia","United-States","Import","Vegetable","Import","87298.868","148012.40000000002","222161.14700000003","212609.202","221356.39099999997","275663.008","329842.088","518238.983","503666.2009999999","315104.88100000005","190171.43100000004"
"Russia","United-States","Import","Wood","Import","36772.616","61703.397","97279.26299999999","54708.98300000001","83337.598","120924.899","107190.04599999997","107037.619","118361.08300000001","79885.027","80723.88"
"Italy","China","Import","AllProducts","Import","22465431.491","29713143.648","34637287.879","26914449.801","38133067.286","41131342.218","32162562.492","30634044.334","33305149.268","31315511.423","30194170.626"
"Italy","China","Import","Capitalgoods","Import","5342367.158999998","7304907.916000013","9726982.073000003","8502392.863999994","15481996.013999995","16326955.392000003","11831465.456000006","10598178.161000002","11292304.27","10456668.758","10388644.327999992"
"Italy","China","Import","Consumergoods","Import","11497547.14299999","14356699.083000025","16043262.652000003","14038661.06399998","16268213.300999995","16906461.790999983","14209347.156000003","13600506.108000001","14679026.084000003","13684364.933000011","13009851.279999986"
"Italy","China","Import","Intermediategoods","Import","5067303.950000003","7449872.761999994","8246358.101000003","3951907.182999999","5819590.318000008","7177453.196","5486650.21299999","5746804.763000002","6661863.725","6549746.032999997","6023991.757999995"
"Italy","China","Import","Rawmaterials","Import","554797.3410000002","596277.8620000002","615002.8369999995","411135.5850000002","559342.5969999998","713859.3990000001","599865.7540000001","641288.9610000001","618640.6149999999","572786.3709999999","588853.0360000001"
"Italy","China","Import","Animal","Import","75720.345","99597.38900000001","94253.55799999999","90792.32699999999","127938.451","162941.06","145039.005","160792.27","159946.209","153005.90000000002","176941.251"
"Italy","China","Import","Chemicals","Import","835744.887","1070233.8460000001","1371439.036","1102639.3609999998","1435558.6","1763380.568","1586876.4400000002","1592270.174","1723488.298","1670282.5899999999","1644957.165"
"Italy","China","Import","FoodProducts","Import","77308.236","144816.70099999994","140108.76","152199.646","141488.262","168404.28300000002","113266.47999999998","99495.94499999998","80825.89600000001","135565.081","129761.07"
"Italy","China","Import","Footwear","Import","1092998.11","1215857.742","1357493.52","1216740.915","1403876.602","1526343.0990000002","1302805.552","1305553.483","1407733.4070000004","1325379.4949999999","1222282.7689999999"
"Italy","China","Import","Fuels","Import","128750.344","115723.757","160742.787","6732.411","9904.033","14424.132","11757.131","83656.364","5612.28","47675.418","56538.337"
"Italy","China","Import","HidesandSkins","Import","1196367.746","1430148.971","1554809.355","1304010.925","1474449.292","1582154.2380000001","1387473.437","1248960.1979999999","1333200.185","1218038.4749999999","1094489.059"
"Italy","China","Import","MachandElec","Import","5884114.395","8091846.779","10031038.822","8932873.074000001","14692253.484","16142436.496","11875695.27","10975044.361000001","11725731.764","10969915.137","10725367.442"
"Italy","China","Import","Metals","Import","2972727.1380000003","5045794.578","5549664.198000001","1830745.649","2876836.2180000003","3508290.873","2413871.13","2526580.1090000006","3234791.124","3351377.4250000003","2940503.321"
"Italy","China","Import","Minerals","Import","165289.908","153335.99300000002","185540.86000000002","68931.856","100240.747","113643.791","87047.03399999999","72720.894","71737.063","65414.090000000004","67861.697"
"Italy","China","Import","Miscellaneous","Import","2912004.442","3428049.967","3748545.339","3061201.7049999996","3708222.4080000003","3753407.0370000005","3298332.8830000004","3271953.1849999996","3634090.257","3588559.2169999997","3720307.2319999994"
"Italy","China","Import","PlasticorRubber","Import","611482.198","833690.182","1010747.851","781340.662","1054050.267","1418102.372","1228652.663","1292476.21","1413537.5320000001","1293251.773","1316312.919"
"Italy","China","Import","StoneandGlass","Import","723472.2150000001","954882.8999999999","1090465.513","812031.0989999999","961146.256","940378.86","813228.493","744636.061","787985.8389999999","691495.5950000001","685481.0680000001"
"Italy","China","Import","TextilesandClothing","Import","4664313.827","5561502.651000001","6349720.321000001","5771084.116","6777530.132000001","7473499.284000002","5858971.586","5677952.518999999","6030865.344","5306709.766999999","4903280.083000001"
"Italy","China","Import","Transportation","Import","582235.961","736611.97","1097177.334","1116889.106","2573466.8610000005","1685995.6239999998","1270962.722","819685.856","879538.189","797798.4380000001","807954.025"
"Italy","China","Import","Vegetable","Import","159010.83299999998","224880.81600000002","241772.90699999998","183205.242","197025.554","257197.588","226939.96199999994","249565.891","259938.63","225348.988","233505.908"
"Italy","China","Import","Wood","Import","383890.907","606169.4099999999","653767.7150000001","483031.708","599080.126","620742.917","512090.706","478831.43000000005","514019.7919999999","443932.31700000004","423905.388"
"United-Kingdom","United-States","Import","AllProducts","Import","53490012.163","60645662.823","63856136.866","52234704.846","56611555.488","61939375.001","61329450.515","54494353.557","58616731.981","58066453.965","57103332.37"
"United-Kingdom","United-States","Import","Capitalgoods","Import","20937198.998999972","23002856.506999984","23218872.809","17493147.166","21399066.337999996","23858395.987999987","23721320.859999996","23493589.991999995","30529530.967999984","30537484.180999998","32259569.54200003"
"United-Kingdom","United-States","Import","Consumergoods","Import","11499371.913000006","12237412.072999995","12230236.222000005","9949613.699999988","10661241.094000002","11159482.611999987","11602172.259000009","11090780.467000008","11464542.466999995","11560485.555000007","9913155.296999987"
"United-Kingdom","United-States","Import","Intermediategoods","Import","6962261.234999991","7483133.837999993","8930594.680000007","6020253.927000008","7126586.719999998","8709112.732999995","7828248.161999992","7541378.1929999925","12206060.207","12282147.679000001","11576350.556000018"
"United-Kingdom","United-States","Import","Rawmaterials","Import","2492264.092","3062369.3210000014","3817982.023000005","1947557.011","2824508.119","3565868.899000002","3056276.7349999985","3493914.3629999976","3535235.9760000003","2854912.5290000015","2596918.2170000006"
"United-Kingdom","United-States","Import","Animal","Import","271818.987","245173.717","262491.902","183738.592","182344.675","160590.143","171968.033","163822.685","199103.499","182207.511","180958.661"
"United-Kingdom","United-States","Import","Chemicals","Import","6737417.761","6733165.717000001","7006308.171","6430181.906","6990754.491","7625179.916","6657071.247","5063312.963","5464330.82","6037886.396","5386578.933"
"United-Kingdom","United-States","Import","FoodProducts","Import","1093688.754","1187761.788","1096907.243","881635.363","1020628.632","1188390.2610000002","988026.726","1113994.2070000002","1144997.268","1188735.251","972815.7"
"United-Kingdom","United-States","Import","Footwear","Import","35711.06","36818.647","38762.785","35494.023","36067.976","38765.316","45498.316","52889.328","47937.686","49933.454999999994","56051.706"
"United-Kingdom","United-States","Import","Fuels","Import","625482.118","553014.396","1662686.006","1590143.54","1372396.147","2103302.793","3358697.336","3089256.306","2974436.134","2115121.214","1411967.416"
"United-Kingdom","United-States","Import","HidesandSkins","Import","42569.816000000006","45817.922999999995","44226.672","38849.957","35988.801999999996","40057.211","36334.681","42728.085999999996","40533.881","43452.739","37123.867"
"United-Kingdom","United-States","Import","MachandElec","Import","15812903.61","16698052.357","16913568.462","12628608.259","15976264.716000002","17502756.919","17129384.937","18352633.366","19128593.58","18718888.005","20100502.294999998"
"United-Kingdom","United-States","Import","Metals","Import","2046192.078","2425091.056","2489233.585","1653129.3050000004","1812208.188","2272986.284","2159246.6470000003","2090132.673","2132347.8230000003","2056485.028","1726240.379"
"United-Kingdom","United-States","Import","Minerals","Import","1301263.2","1534680.606","1769071.554","618735.284","1045278.496","1177148.35","744184.6359999999","892969.857","809202.4380000001","657362.863","408372.542"
"United-Kingdom","United-States","Import","Miscellaneous","Import","6312949.830000001","22413687.001","23103270.281999998","22496188.199000005","21049378.036","21976027.691","22675939.671","15199717.241","6962042.105","7225154.778999999","5771927.93"
"United-Kingdom","United-States","Import","PlasticorRubber","Import","1308508.0320000001","1549442.974","1525756.128","1166601.193","1379507.7249999999","1498545.33","1498108.147","1529114.9870000002","1669443.216","1548320.4989999998","1489882.334"
"United-Kingdom","United-States","Import","StoneandGlass","Import","2710578.519","2877565.268","4134639.52","1740189.0699999998","2565235.052","2684204.5670000003","2469842.3899999997","3389438.1789999995","5248008.293","5377664.818","5536944.467"
"United-Kingdom","United-States","Import","TextilesandClothing","Import","435385.541","445648.7299999999","438736.97400000005","357153.59699999995","424453.578","436369.60900000005","427830.32999999996","448557.256","439684.173","438880.60699999996","372377.92100000015"
"United-Kingdom","United-States","Import","Transportation","Import","1050771.23","1654584.951","1117715.4740000002","617819.415","695230.998","917308.9310000001","670131.316","620422.539","9555233.112","9624126.159","10840288.253"
"United-Kingdom","United-States","Import","Vegetable","Import","501390.83900000004","566316.995","598920.387","477437.06100000005","545759.242","679914.401","573580.45","625340.727","728449.7540000001","710166.5759999999","766633.0900000001"
"United-Kingdom","United-States","Import","Wood","Import","1613105.794","1678840.695","1653841.718","1318800.0790000001","1480058.732","1637827.274","1723605.6529999997","1820023.156","2072388.2","2092068.0699999998","2044666.8750000002"
"Japan","United-States","Export","AllProducts","Export","147197746.505","145624196.378","138704955.171","95302741.166","120338243.054","127674664.542","142084774.539","134539553.478","130773312.212","126387232.489","130585866.47"
"Japan","United-States","Export","Capitalgoods","Export","66946848.44500009","64406400.06199994","62071069.870000005","42269058.16799999","53432854.16200002","60966668.52999998","66783164.912000015","60151777.74799996","59343790.256999955","54880981.182000004","56002292.71699994"
"Japan","United-States","Export","Consumergoods","Export","60333585.196000025","60502253.81499997","54772021.077000014","35296744.82200001","45891342.03199987","44066996.18400005","51228023.38999991","50593499.33500002","46171116.08300003","48012482.526999995","52702957.447"
