"Reporter","Partner","Trade","Product","Indicator","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Japan","China","Export","FoodProducts","Export","126363.49900000001","119909.05600000003","119597.839","141713.437","174932.872","123074.938","159113.54200000002","110701.631","115937.10399999999","188179.86700000003","243388.973"
"Japan","China","Export","Footwear","Export","15991.973","19654.756","27336.376","21219.911","23923.139","25998.809999999998","26754.977","18980.519","17721.376","15314.845000000001","20443.775999999998"
"Japan","China","Export","Fuels","Export","1372036.719","1877258.056","4733275.789","1916577.579","2056027.522","2171174.156","1890919.541","1587816.831","1479757.525","909695.74","1090862.118"
"Japan","China","Export","HidesandSkins","Export","74571.931","81600.709","81489.266","77920.271","87042.39600000001","84337.69600000001","85823.377","66884.55600000001","60441.054000000004","47935.671","48678.101"
"Japan","China","Export","MachandElec","Export","42603270.107","48657214.119","53402941.569","45035119.82","65562380.723000005","72523220.109","59821918.014","49895826.017","48863445.719","43023166.254","45374058.531"
"Japan","China","Export","Metals","Export","11794053.013","13895636.084999999","16637338.723","14494603.953999998","17225576.575000003","18088317.623","16374577.132000003","14298815.775999999","13703174.481999999","11266427.490999999","10755409.031000001"
"Japan","China","Export","Minerals","Export","131304.249","159522.963","335144.313","133781.864","190299.38999999998","273277.131","250450.024","188486.5","199302.30599999998","184961.575","146505.296"
"Japan","China","Export","Miscellaneous","Export","11135199.360999998","13833670.037999999","15511614.622000001","13862207.694000002","18350776.258","19598883.122","20693296.72","18904392.424","19491655.474","17992705.212","18167943.919"
"Japan","China","Export","PlasticorRubber","Export","5601388.433999999","6608849.740999999","7200127.183","7143946.112","9681848.494","10489173.545","9518785.195","9005443.228","8566103.303","7502244.387999999","8024692.721999999"
"Japan","China","Export","StoneandGlass","Export","1382951.337","1378255.3699999999","1846690.952","1597598.827","2668859.365","2851095.3030000003","2438391.923","2392883.94","2125963.479","1852442.597","1925500.6180000002"
"Japan","China","Export","TextilesandClothing","Export","3415701.3889999995","3385062.2579999994","3340844.733","2971083.81","3354064.3729999997","3872373.134","3610612.4119999995","3102119.4189999998","2817081.897","2480793.7120000003","2354942.399"
"Japan","China","Export","Transportation","Export","5384185.817","7045468.573","9205389.040000001","10152743.507","15347917.303","15875577.66","13818576.772","12797816.611999998","13073796.634","9762846.407","11409571.225"
"Japan","China","Export","Vegetable","Export","48249.33699999999","56237.35800000001","60909.824","60092.270000000004","74747.817","73320.015","84247.887","85436.53","84018.525","93254.44599999998","109651.204"
"Japan","China","Export","Wood","Export","1116794.558","1337092.1139999998","1619915.787","1559467.51","1915721.918","1887047.419","1764694.4619999998","1752339.677","1852770.32","2320614.907","2248027.6169999996"
"Poland","China","Export","AllProducts","Export","762595.253","986457.764","1278422.957","1469609.697","1627488.298","1860863.972","1748875.189","2119658.719","2251000.175","2017343.872","1911143.149"
"Poland","China","Export","Capitalgoods","Export","126577.94600000001","267272.94","327353.71299999976","436822.90499999985","449382.67200000025","378506.99100000004","449785.726","542781.7520000001","604769.9010000005","533673.097","618181.6210000003"
"Poland","China","Export","Consumergoods","Export","70344.86899999993","83976.31200000006","191751.68799999994","127645.45699999983","166765.59199999986","225414.9980000001","237795.08200000008","331123.224","456181.2659999998","422572.0860000003","468541.39800000045"
"Poland","China","Export","Intermediategoods","Export","506400.98900000035","548324.841","664002.0379999997","804966.7069999997","930433.9840000004","1172339.9770000011","915317.1359999996","1001644.9070000004","1009451.2900000007","948812.0020000015","674572.1070000004"
"Poland","China","Export","Rawmaterials","Export","58833.93099999998","86521.397","95105.18400000001","100111.07199999997","80894.67200000002","84546.51699999999","145761.422","244108.83599999995","180597.71799999996","111912.19800000003","149781.85899999997"
"Poland","China","Export","Animal","Export","20987.739","20108.227","14411.22","18594.575","25936.010000000002","49142.756","73723.872","186181.68399999998","106851.09700000001","75649.687","75328.445"
"Poland","China","Export","Chemicals","Export","151163.29899999997","206200.902","139816.2","192017.83399999997","221989.82599999997","226491.295","151514.495","108945.63599999998","73556.78400000001","104310.755","105441.568"
"Poland","China","Export","FoodProducts","Export","5262.045","2891.845","3029.4410000000003","3056.493","5862.58","6311.879000000001","7421.814999999999","17269.292999999998","105500.35399999999","56754.091","27920.863"
"Poland","China","Export","Footwear","Export","0.964","3.0940000000000003","246.676","195.65599999999998","36.849000000000004","89.877","606.477","716.977","303.46299999999997","1001.1460000000001","3275.999"
"Poland","China","Export","Fuels","Export","4502.519","5431.731","38767.786","9498.022","11025.273","9736.125","475.893","16539.59","687.348","4379.636","9342.723"
"Poland","China","Export","HidesandSkins","Export","1237.158","792.8190000000001","3549.004","5439.439","5117.505","4626.891","3166.243","4327.317","5816.489","6025.285","4382.086"
"Poland","China","Export","MachandElec","Export","122927.73500000002","255532.527","290442.29000000004","372364.149","351731.835","367619.873","326283.599","437955.37","563611.9180000001","505838.199","583592.227"
"Poland","China","Export","Metals","Export","359198.508","334614.412","506191.98","572821.391","661491.1860000001","886785.2600000001","734180.037","812204.044","830053.478","774740.477","489388.561"
"Poland","China","Export","Minerals","Export","12325.216","36392.683","23506.876999999997","25873.744","15208.612000000001","17449.909","31606.668","35917.111000000004","68408.825","20500.386000000002","42061.409999999996"
"Poland","China","Export","Miscellaneous","Export","15171.190999999999","37444.60199999999","87642.906","73195.65800000001","91858.52200000001","108310.66600000001","105000.34700000001","135687.561","184022.068","172800.769","200471.65"
"Poland","China","Export","PlasticorRubber","Export","27322.824999999997","26303.116","39292.686","82813.181","79288.966","94545.505","109571.26000000001","151857.85499999998","158060.067","142866.647","168087.624"
"Poland","China","Export","StoneandGlass","Export","10907.372","9301.038999999999","53247.659999999996","24315.846999999998","18081.875","21823.387","24709.308999999997","32582.966","31840.724","28919.268","33136.517"
"Poland","China","Export","TextilesandClothing","Export","3592.4319999999993","5524.394000000001","6318.177999999998","4917.474","5169.366000000001","7221.874000000001","8064.372","11787.985","11618.438","12432.172","18210.074"
"Poland","China","Export","Transportation","Export","9653.548999999999","22876.631","49955.219999999994","66956.72099999999","113971.09","43703.904","156090.42799999999","143054.362","81560.943","78086.216","97745.34599999999"
"Poland","China","Export","Vegetable","Export","2334.817","3916.816","3935.0149999999994","3549.2490000000003","4863.061","3572.236","3712.86","5771.679","5573.2029999999995","9007.266","11343.317000000001"
"Poland","China","Export","Wood","Export","15570.817","19122.926","18069.818","14000.264000000001","15855.741999999998","13432.535000000002","12747.514","18859.289","23534.976000000002","24031.872000000003","41414.739"
"France","China","Export","AllProducts","Export","10148907.3","12423865.046","13285333.492","10943268.677","14551262.054","18745448.531","19383271.97","19572699.479","21469259.822","19909795.201","17705737.323"
"France","China","Export","Capitalgoods","Export","6966383.017999997","7964837.160999999","8448933.294999985","6137093.247000009","8462477.791","10599297.239999983","11225588.50400001","10945919.114999989","12542584.579000004","11198824.403999994","9219876.569999995"
"France","China","Export","Consumergoods","Export","1077871.7760000005","1594573.45","2019928.2769999981","2102140.4759999993","2883520.1119999983","4076397.0660000015","4378141.884999999","4481490.434","4394295.404000004","4168642.3469999996","4484918.445999998"
"France","China","Export","Intermediategoods","Export","1438898.9419999975","2014677.6619999993","1866796.4669999985","1774654.3470000012","2045625.2269999988","2590588.8749999995","2477521.1819999944","2776828.4580000006","2920525.408","2431858.8559999918","2627977.816"
"France","China","Export","Rawmaterials","Export","425106.00599999994","537365.4859999996","569160.328","580889.3019999992","740552.3420000002","949997.8189999998","808713.9569999999","909017.7459999996","1085843.2170000004","1668898.7300000007","955772.0170000001"
"France","China","Export","Animal","Export","115743.65400000001","198273.151","216954.196","150065.165","171026.49599999998","280939.546","336053.624","454162.47400000005","477539.326","469119.81200000003","615847.8940000001"
"France","China","Export","Chemicals","Export","787796.488","829842.8329999999","1306896.9330000002","1246281.513","1443437.544","1941953.7449999996","2008527.357","2157221.3449999997","2223726.84","2096461.5869999998","2310050.104"
"France","China","Export","FoodProducts","Export","165628.375","410301.223","480103.131","561454.031","897868.561","1478138.787","1601427.863","1478420.5860000001","1232070.995","1254470.7389999998","1395455.7769999998"
"France","China","Export","Footwear","Export","3703.255","6100.7970000000005","3487.174","3512.214","6173.1359999999995","12350.253","20663.893","28266.638","47665.113000000005","47055.454","46029.37699999999"
"France","China","Export","Fuels","Export","9163.986","26103.342","25438.38","23995.033","29436.727","76467.041","42423.947","43560.419","58771.599","46109.2","36748.676"
"France","China","Export","HidesandSkins","Export","47582.426999999996","65957.489","93761.339","111312.721","183114.28499999997","273935.968","292407.95499999996","326656.636","306192.655","258672.806","255164.269"
"France","China","Export","MachandElec","Export","2858530.9220000003","3551616.017","3905830.482","3701902.3899999997","4417225.671","5171065.61","5527072.507","5385571.669","5432746.804","4528550.979","4653273.35"
"France","China","Export","Metals","Export","790206.7409999999","857800.017","839199.5279999999","817327.4110000001","965232.2320000001","1137718.077","937316.3060000001","1092110.499","1087229.571","825438.806","759724.2749999999"
"France","China","Export","Minerals","Export","11770.073","10961.126","11218.259","21351.147","20779.489999999998","23422.197999999997","24606.883","27625.855","34905.9","18775.79","38950.141"
"France","China","Export","Miscellaneous","Export","323451.045","785833.669","905786.2760000001","875008.0179999999","1031968.911","1287547.7499999998","1351011.8340000003","1439615.5350000001","1538009.453","1313780.2179999999","1313716.897"
"France","China","Export","PlasticorRubber","Export","370041.752","380009.93","377566.328","390747.66500000004","457004.294","554064.044","581526.212","599159.696","656359.999","505461.19299999997","590260.4639999999"
"France","China","Export","StoneandGlass","Export","164956.767","188634.82400000002","242059.199","208668.283","212572.22000000003","218453.20299999998","225972.00300000003","241401.64500000002","232801.02","209805.63499999998","213564.248"
"France","China","Export","TextilesandClothing","Export","208234.635","240912.861","225124.86399999997","218461.63700000005","299444.168","350645.549","396467.686","494995.3449999999","601643.5880000001","561605.402","546547.4280000001"
"France","China","Export","Transportation","Export","4137858.51","4714538.202","4436345.712","2339770.618","4070816.8850000002","5487248.138","5690182.959","5397142.471","6961891.1280000005","6627262.947","4521451.275"
"France","China","Export","Vegetable","Export","29229.348","20654.339","54726.814","97876.56","91708.918","96296.03300000001","47199.961","136328.81","301853.922","912702.757","173432.51099999997"
"France","China","Export","Wood","Export","125009.32200000001","136325.22600000002","160834.875","175534.271","253452.514","355202.593","300410.976","270459.858","275851.909","234521.88","235520.633"
"Netherlands","United-States","Export","AllProducts","Export","20289209.197","23904586.281","24293452.648","19381022.972","22351271.339","23310148.05","26085385.371","22184403.645","24715197.865","20015074.968","19239943.904"
"Netherlands","United-States","Export","Capitalgoods","Export","7013178.868000005","7619019.676999998","7561604.8960000025","5624410.062999995","6463787.5969999945","8713051.817999998","7341795.965999999","7096246.722999993","9786132.674000012","8018932.616999996","7607196.61699999"
"Netherlands","United-States","Export","Consumergoods","Export","6662031.37400001","7514120.747000003","8012200.587999999","5439076.100000006","6144484.122999988","7988782.504000001","9551415.399999999","8206735.177","8071758.043000001","5843857.794000002","5749694.217000001"
"Netherlands","United-States","Export","Intermediategoods","Export","5338841.107000008","7162014.464000002","4915043.498000004","4150489.5000000126","5029394.849999997","5885972.281000003","7582130.681000008","6077522.518","5723650.978000006","5097271.244999996","5024815.744000012"
"Netherlands","United-States","Export","Rawmaterials","Export","676163.0289999997","661259.6129999999","665866.5880000003","596862.7569999998","616427.0","640699.634","695774.4859999998","689043.5870000003","969216.5090000004","754854.4060000003","800264.4609999998"
"Netherlands","United-States","Export","Animal","Export","202377.784","229562.428","214488.40600000002","187937.57","225308.92700000003","240748.35199999998","296258.119","341786.76599999995","491213.97299999994","496047.359","488434.363"
"Netherlands","United-States","Export","Chemicals","Export","3517506.413","5534194.039","2744231.7689999994","2458461.167","2875897.175","3461617.3440000005","5045744.176","4007392.9209999996","3416028.9260000004","3009321.568999999","2519954.7449999996"
"Netherlands","United-States","Export","FoodProducts","Export","1578720.0840000003","1837262.7179999999","1629390.423","1380631.984","1511394.557","1427047.2510000002","1412537.965","1389548.189","1380173.634","1325312.364","1398383.2289999998"
"Netherlands","United-States","Export","Footwear","Export","9141.142000000002","4296.943","7597.777999999999","7256.863000000001","8512.284000000001","11653.858","16791.292999999998","12436.681","12672.253","12836.245","16847.101"
"Netherlands","United-States","Export","Fuels","Export","3635533.422","3886186.231","4914003.122","2922551.643","3273650.805","4909845.409","6523612.996","4855103.516","4483303.769","2169567.422","2132444.467"
"Netherlands","United-States","Export","HidesandSkins","Export","21744.759","23629.064","26630.537","14494.194","23040.728000000003","50366.349","62167.051999999996","37085.864","15554.378","22466.277000000002","20051.131999999998"
"Netherlands","United-States","Export","MachandElec","Export","4413054.329","6023872.49","5937295.366","4566423.196","5278386.444","7189533.153","4822190.548","5144873.1899999995","5719395.462","5168250.977","5201771.562"
"Netherlands","United-States","Export","Metals","Export","800410.195","802379.1649999999","1134602.053","688124.004","1290645.4960000003","1374094.9180000003","1517521.602","1190117.5860000001","1583817.9930000002","1071125.672","1123361.893"
"Netherlands","United-States","Export","Minerals","Export","6538.001","14227.959","14707.802","13968.173","12683.542000000001","5819.375","21704.66","14128.761999999999","18533.68","15783.252","15013.838"
"Netherlands","United-States","Export","Miscellaneous","Export","3184663.838","2708653.7999999993","5086596.176","5085745.9290000005","5666702.022","2145876.4590000003","3027308.624","2488450.2920000004","4521020.106000002","3375369.32","2962141.408"
"Netherlands","United-States","Export","PlasticorRubber","Export","470493.64","452675.326","486010.25200000004","361069.79699999996","440746.09900000005","478599.852","495116.091","556759.615","620414.7620000001","576867.5970000001","583077.7609999999"
"Netherlands","United-States","Export","StoneandGlass","Export","67983.155","67422.18400000001","85752.04000000001","65766.638","79028.424","81450.823","102251.837","141883.37699999998","104590.685","100447.969","103508.56"
"Netherlands","United-States","Export","TextilesandClothing","Export","310749.809","344425.327","316133.005","262472.163","285478.49100000004","292543.478","258984.06","274481.32300000003","297578.688","273829.41500000004","266890.52100000007"
"Netherlands","United-States","Export","Transportation","Export","676291.185","639306.77","588359.2220000001","487976.31700000004","658272.216","833580.339","938785.557","963533.459","1190633.921","1441917.798","1540268.904"
"Netherlands","United-States","Export","Vegetable","Export","650642.972","656408.051","631977.1869999999","613278.261","551982.7339999999","659384.952","621604.454","596132.0440000001","682473.443","624695.6140000001","687797.6440000001"
"Netherlands","United-States","Export","Wood","Export","149309.914","174347.40600000002","147727.86500000002","129603.60100000001","139245.733","147986.141","150539.52","170690.05800000002","161854.349","172352.151","179996.777"
"France","United-States","Export","AllProducts","Export","33165277.329","34096800.062","35110119.322","27346847.305","29230606.414","32552097.72","34123265.283","35765162.979","36382467.218","36216033.003","36127096.199"
"France","United-States","Export","Capitalgoods","Export","14448423.537000025","15180615.590999996","14313924.672999997","11460728.34799998","12024222.354999987","14284754.954999993","15032805.465999994","16488450.269","16127845.765000025","16359920.091999996","15942810.547999984"
"France","United-States","Export","Consumergoods","Export","12923015.291","12523898.345999992","13975634.770999992","10601009.850999964","11370695.728999972","11992441.782999998","12822680.28400002","13252532.971000006","13490512.509000001","13612329.851999996","13956232.534000022"
"France","United-States","Export","Intermediategoods","Export","5054987.686999993","5593516.752000006","5976076.455999988","4585103.277000008","5022968.501999995","5250829.354999992","5174564.54299999","4918730.144000007","5515263.601000009","5169097.385999997","5060556.1149999965"
"France","United-States","Export","Rawmaterials","Export","318630.53","313558.4509999998","317667.75899999996","227672.86099999998","248077.36399999997","295118.91800000006","330142.5269999998","333585.524","348274.29600000015","318241.709","333536.843"
"France","United-States","Export","Animal","Export","190731.41999999998","205814.75600000002","218112.16199999998","195093.189","195015.16800000003","239686.152","210972.873","251216.201","268231.03500000003","249069.683","272298.891"
"France","United-States","Export","Chemicals","Export","6129421.127","6809276.82","7627392.393","6619500.236","6514702.832","5754385.117000001","5712578.771000001","5379367.603999999","5573268.887","5762567.256","6047830.790999999"
"France","United-States","Export","FoodProducts","Export","2922193.007","2640689.945","2301668.124","2136474.856","2553670.214","2905741.383","3066894.1059999997","3192927.679","3353243.7369999997","3534145.0680000004","3822178.301"
"France","United-States","Export","Footwear","Export","132954.372","147297.329","146133.86599999998","106908.561","126903.881","149415.239","159755.698","185449.455","206378.242","209817.378","193571.259"
"France","United-States","Export","Fuels","Export","1942304.31","1499441.641","2862727.11","1097626.515","1226764.038","1404869.188","1591554.716","1388970.288","1193301.655","758105.383","657801.003"
"France","United-States","Export","HidesandSkins","Export","706243.29","539960.307","582753.5210000001","460540.407","560465.635","698753.907","867154.064","842787.954","870274.009","903183.734","930243.4369999999"
"France","United-States","Export","MachandElec","Export","7596193.653","7806910.775","8072252.048","6372983.959","7058398.797","7625001.54","8588659.639","9367127.894","9955470.045","9791411.134","9113061.877999999"
"France","United-States","Export","Metals","Export","1653867.2240000002","1700010.481","1680155.923","1073870.4449999998","1355673.4919999999","1725584.5489999999","1648036.516","1577669.859","1914727.423","1748760.641","1412387.258"
"France","United-States","Export","Minerals","Export","36679.795","35085.756","46483.863","40508.55","41943.393","42607.362","52093.655","54888.806","50515.081","45719.974","47523.443"
"France","United-States","Export","Miscellaneous","Export","2910961.4749999996","3650157.744999999","3599614.052","2988220.0150000006","3188025.2520000003","3500716.8739999994","3471195.665","4214979.837","3765282.7589999996","3841034.22","3740392.7090000007"
"France","United-States","Export","PlasticorRubber","Export","1057059.502","840792.982","837466.2679999999","611907.369","739631.074","910087.8389999999","1086014.636","1086342.826","1106071.602","1040150.762","1087366.499"
"France","United-States","Export","StoneandGlass","Export","711406.5059999999","720726.942","688913.212","493495.197","594258.154","590795.254","695062.1020000001","712830.906","730823.412","676135.865","650125.7989999999"
"France","United-States","Export","TextilesandClothing","Export","590105.461","622531.0099999999","598490.059","445284.227","543892.1499999999","611786.594","681064.6680000001","734444.392","782738.203","747209.7440000001","726223.0109999999"
"France","United-States","Export","Transportation","Export","5865577.418","6214464.231000001","5164613.55","4174053.387","4020212.279","5810613.0","5686349.4180000005","6081489.7190000005","5897162.28","6237705.695","6703265.131000001"
"France","United-States","Export","Vegetable","Export","154167.115","119266.04800000001","120906.429","109469.08600000001","102590.447","119638.52100000001","140621.355","169855.553","169668.25999999998","170783.668","214143.46"
"France","United-States","Export","Wood","Export","565411.657","544373.298","562436.745","420911.30000000005","408459.609","462415.19999999995","465257.3990000001","524814.001","545310.59","500232.79899999994","508683.33200000005"
"Mexico","United-States","Import","AllProducts","Import","130809817.42","139930555.055","151746429.617","112788739.681","145450398.186","174878466.067","185683874.982","187758443.992","195857558.394","187301416.336","179984636.315"
"Mexico","United-States","Import","Capitalgoods","Import","47596510.446","47128405.34499999","50316974.51599992","37932352.672999956","48216704.756000005","54642063.76400011","60985716.16100007","61819820.49000012","65443645.445999965","66287774.74499999","63827183.90699998"
"Mexico","United-States","Import","Consumergoods","Import","41847221.02599999","43839004.351000085","49248816.59699999","35382654.703","47732020.95499998","60626041.721999854","61768473.63600003","62479687.072000004","64527520.66299988","60659847.09099998","57486044.07600009"
"Mexico","United-States","Import","Intermediategoods","Import","32316321.66299999","35540746.13000003","37748808.23700006","28542918.775000017","36197616.508999996","42838017.19100005","45369528.63999995","46560010.719000034","47532528.201000035","43251347.81100003","40768097.11500002"
"Mexico","United-States","Import","Rawmaterials","Import","8606751.944000004","10040384.885000002","13580245.734999998","9770707.988999993","11730377.19400001","14747599.200000003","12894122.224","13951399.140000002","14660172.891","12794002.607000014","12604710.130000005"
"Mexico","United-States","Import","Animal","Import","2910957.8970000003","3528248.5950000007","4020670.9600000004","3273995.4200000004","3904366.4930000002","4456634.988","4734573.614999999","5487064.694","6062900.586999999","4811077.439","4592991.42"
"Mexico","United-States","Import","Chemicals","Import","10661338.802000001","11844563.715999998","12816637.578999998","10866246.318","12688513.900999999","14946075.398","15864482.921999998","16342761.395","16557485.239999998","14364735.735000001","13380864.474000001"
"Mexico","United-States","Import","FoodProducts","Import","3046499.7300000004","3403348.3419999997","3802006.393","3298653.302","3747806.5360000003","4662307.966","5140183.369","5305784.058","5330183.595000001","5336409.102999999","5170397.111"
"Mexico","United-States","Import","Footwear","Import","40686.641","42744.402","51036.02","41642.055","50125.417","50445.793","63021.963","66066.474","64490.535","65590.595","59853.312000000005"
"Mexico","United-States","Import","Fuels","Import","8735059.383","10758521.763","17307235.337","10822359.52","16952297.255","27825121.51","27066236.192","26344812.267","26663790.363","22263892.791","21942171.43"
"Mexico","United-States","Import","HidesandSkins","Import","633160.1340000001","449513.40499999997","373898.033","262368.86199999996","379944.314","413291.33700000006","474895.311","480605.222","532947.622","533996.221","516269.701"
"Mexico","United-States","Import","MachandElec","Import","38427183.708000004","36894527.070999995","40428468.693","30260295.01","37800554.19","42499556.735","46538736.765","47088716.537","49369755.595","50411915.973000005","47349212.914000005"
"Mexico","United-States","Import","Metals","Import","13336669.372","14475948.704000002","15224530.087999998","10143840.889","13880483.689","15730309.383000001","16876767.123000003","16848428.776","17566922.315","16814076.053999998","15851548.123"
"Mexico","United-States","Import","Minerals","Import","562278.236","452681.542","795266.3359999999","273277.99","529540.149","829075.22","816881.877","834177.9990000001","746141.38","510638.181","465294.04800000007"
"Mexico","United-States","Import","Miscellaneous","Import","5437842.413000001","5587897.241","6783325.397","6160831.846","7392425.252000002","8282142.222999999","11602344.599","10444385.717000002","11472351.415","12234528.360000001","13249990.072"
"Mexico","United-States","Import","PlasticorRubber","Import","14616222.524","14713411.553","14401829.601","11110663.991","15365305.982","16191948.018","17279866.645","17890690.498999998","18978923.779","18565522.28","18082317.131"
"Mexico","United-States","Import","StoneandGlass","Import","1494258.6970000002","1765142.8699999999","1583191.486","1410283.3969999999","1756616.3830000001","1966189.347","2015609.969","1974081.943","2145422.557","2156979.999","1909708.012"
"Mexico","United-States","Import","TextilesandClothing","Import","5582997.762000001","5060409.426999999","4591418.616","3565160.3800000004","4316297.975","4980776.830999998","4597996.535","4849070.146","4855797.382","4415577.348","4126994.9660000005"
"Mexico","United-States","Import","Transportation","Import","14367757.324","15437282.918","15013785.925","10092046.049","14030305.691","17019493.764","19205974.902999997","19835912.559","21211237.499","21211402.443","19813265.862999998"
"Mexico","United-States","Import","Vegetable","Import","5307588.154000001","6738299.8429999985","8984753.622","6592137.788","7106769.808999999","9271141.426","7576483.821","8062619.797","8279659.9290000005","7637659.337000001","7770845.498"
"Mexico","United-States","Import","Wood","Import","5241707.608999999","5428980.397999999","5568375.531","4614936.864","5549045.15","5753956.128","5829819.373000001","5903265.909","6019548.601","5967414.477","5702912.24"
"India","China","Import","AllProducts","Import","15639063.508","24575771.746","31586024.206","30613370.69","41249115.786","55483025.359","54140455.371","51635443.599","58230546.31","61604426.747","60483103.314"
"India","China","Import","Capitalgoods","Import","6714329.296000006","10457547.787999991","11850348.014999986","15640223.894999994","19140123.865000017","24033038.55100003","23682702.696000002","24449092.1","26721587.510999985","30539172.823999967","33254909.635999985"
"India","China","Import","Consumergoods","Import","1648027.9899999998","3102782.097000002","3551292.5479999967","4041499.68","4681046.215","6697470.152000001","6855721.221999999","6911989.111","7549097.0050000055","8531210.997000003","8457582.702999985"
"India","China","Import","Intermediategoods","Import","6162926.530999999","10107641.824000005","12054798.926999984","8689906.441000007","13579744.430000007","18690611.198000003","17841217.431","17262391.02700001","21703609.16899998","20947584.559000015","17358679.610999975"
"India","China","Import","Rawmaterials","Import","707812.9979999997","528191.5039999998","672543.073","485281.48800000007","662259.9030000004","1566956.5429999996","1290739.539","552248.1059999998","592098.52","552069.399","568138.8540000003"
"India","China","Import","Animal","Import","12079.224","12566.307","8127.529","10019.707999999999","10912.968","30050.659","18455.122","10624.105000000001","11796.912","9362.118999999999","5061.1140000000005"
"India","China","Import","Chemicals","Import","2313571.138","3785446.383","5132537.318000001","4274359.958","6613062.563","8843008.177000001","9343212.708","9420222.417","11229949.237","11852487.463","9302456.462000001"
"India","China","Import","FoodProducts","Import","35979.943","47220.659999999996","40727.15700000001","34926.94","62284.242000000006","98679.046","87260.42199999999","64068.238000000005","72828.69799999999","83217.38599999998","81431.16500000001"
"India","China","Import","Footwear","Import","65097.763000000006","95190.963","120990.178","96452.908","171351.567","240528.723","262222.85","297414.16500000004","301488.82","345546.645","368661.519"
"India","China","Import","Fuels","Import","1164795.277","1231204.094","1498495.048","277366.285","637557.813","1442078.714","827698.63","553753.166","828327.117","712108.208","620529.672"
"India","China","Import","HidesandSkins","Import","42999.946","56318.39","73729.269","69047.13399999999","109502.83799999999","189126.727","205927.965","235615.834","265028.112","274885.986","276870.841"
"India","China","Import","MachandElec","Import","6858232.783","11148647.484","12241184.76","16366736.658","18487504.931","23026660.825","23339701.081","24203054.903","25738367.211999997","29926155.424999997","31511085.193"
"India","China","Import","Metals","Import","1716137.655","3178807.2000000007","3609973.3620000007","2048749.562","3978503.0129999993","4750884.665","4496738.585","3781521.7229999998","5384654.866999999","5318509.03","4336737.369"
"India","China","Import","Minerals","Import","126818.227","144376.344","212646.632","107464.529","120629.506","238603.906","162312.536","109889.112","140208.722","98684.212","97221.92"
"India","China","Import","Miscellaneous","Import","512402.049","743457.99","799222.5690000001","2888390.3359999997","4593259.01","6473639.574999998","6673694.542","4759384.092","4200885.384","3971852.8660000004","3849070.283"
"India","China","Import","PlasticorRubber","Import","396702.01","748579.408","805752.733","676817.351","1130810.3939999999","1673447.625","1607109.3699999999","1496849.787","1990341.2429999998","1973233.245","2238997.091"
"India","China","Import","StoneandGlass","Import","360473.51","722197.321","958156.8899999999","1131086.883","1208575.499","2728184.159","2210399.008","1761924.2099999997","2250057.728","1668403.0829999999","1582858.1230000001"
"India","China","Import","TextilesandClothing","Import","1117994.28","1306476.419","1397802.025","1376588.6500000001","1724902.24","2189644.617","2165042.677","2444144.1890000002","2526136.4109999994","2559107.8439999996","2376703.824"
"India","China","Import","Transportation","Import","290281.761","623697.366","784698.721","770741.392","1854457.99","2553106.3520000004","1860639.731","1775174.505","2486906.1730000004","2068459.41","2998504.088"
"India","China","Import","Vegetable","Import","59755.371999999996","70562.16600000001","107002.51","203632.55","191219.4","414139.36699999997","379297.996","243015.997","235820.017","186978.24699999997","267179.653"
"India","China","Import","Wood","Import","160084.229","281895.189","338991.446","280989.845","354581.808","591242.22","500742.148","478787.154","567749.6560000001","555435.576","569734.9999999999"
"Turkey","United-States","Import","AllProducts","Import","6260881.919","8166787.856","11977015.416","8575892.113","12322788.859","16042072.856","14130625.313","12596623.328","12727960.169","11128044.566","10867797.593"
"Turkey","United-States","Import","Capitalgoods","Import","2024533.094999998","2074168.4580000013","2822394.038999999","2377233.7310000015","4414078.555999999","4571027.593999998","3823244.2670000023","3068675.706999999","3897166.3209999995","4082760.700000001","4703176.424999999"
"Turkey","United-States","Import","Consumergoods","Import","843521.5869999995","1064655.404999999","2233285.4200000013","1511264.030000002","1242671.465000002","1932368.2679999997","1836961.2849999978","1758776.0690000034","1848059.8589999988","1723269.8730000006","1628500.4470000016"
"Turkey","United-States","Import","Intermediategoods","Import","1433075.8059999996","1984180.4879999973","2170195.8530000006","1814833.0710000026","2522394.874999998","3501004.5609999974","2740110.735000001","3109428.4960000054","2904767.551999995","2457098.7399999984","2134349.532999997"
"Turkey","United-States","Import","Rawmaterials","Import","1795765.927","2859358.9369999985","4547738.871000001","2524741.9099999997","3829278.044000001","5457194.588999998","4743986.216000001","4288179.876999997","3782890.030000001","2605078.872","2158083.472"
"Turkey","United-States","Import","Animal","Import","13688.312","10998.023000000001","35238.249","28163.226000000002","74260.688","201033.586","106776.33","91231.945","70356.111","29057.906","22825.287"
"Turkey","United-States","Import","Chemicals","Import","1000235.52","1000859.95","1230017.1350000002","1114663.4780000001","1191695.194","1642238.672","1264401.875","1252326.245","1458577.9130000002","1304884.1050000004","1195027.2550000001"
"Turkey","United-States","Import","FoodProducts","Import","122870.553","257193.70199999996","411662.35800000007","323919.047","261259.439","171796.394","276547.10099999997","518900.90099999995","343657.773","226228.645","368639.976"
"Turkey","United-States","Import","Footwear","Import","597.898","686.201","583.385","745.9280000000001","962.8129999999999","924.823","1663.2979999999998","1134.124","1419.106","1526.837","3774.703"
